shift_id,day_of_week,start_time,end_time
3c94f886,Saturday,08:17:09,08:14:37
d3636d37,Friday,11:17:04,00:02:02
d0a21fb3,Tuesday,04:11:54,01:57:28
d3ce5170,Wednesday,08:17:46,23:07:36
f2cd1ab8,Saturday,07:02:50,11:08:17
2eb0b981,Friday,23:00:28,00:54:28
dbfa25a7,Sunday,11:58:59,17:58:48
e9ec1303,Sunday,15:06:54,18:53:14
4ecaaaf6,Friday,18:41:27,09:13:48
891ca1da,Wednesday,22:35:32,10:34:57
3e4df4bd,Monday,16:27:01,23:28:40
fe09b271,Sunday,02:26:36,20:15:39
8a75aecc,Wednesday,13:59:02,13:49:45
6e3b37a3,Monday,14:22:47,06:09:15
f4a94f66,Thursday,01:07:32,18:20:30
c21cf84c,Tuesday,02:56:00,21:42:33
7913c063,Monday,00:06:30,22:23:41
29e55175,Tuesday,00:20:56,21:48:59
045cdb44,Saturday,16:00:34,06:11:20
94110342,Thursday,06:37:59,08:45:43
c6e7687a,Monday,17:54:36,03:27:14
7fb1a005,Tuesday,00:02:18,07:17:54
682ec1dc,Thursday,10:49:41,21:11:33
d40137ad,Monday,07:41:08,22:34:12
7324ffa7,Tuesday,18:54:04,03:08:16
ccfb8cdf,Tuesday,15:57:47,02:36:55
26a6e8ee,Saturday,04:32:38,13:31:22
bfc5e6db,Wednesday,22:37:15,10:15:26
c92c5b2a,Tuesday,11:15:04,02:21:50
5d0c91ca,Sunday,23:12:00,01:36:45
fbc00a5d,Monday,18:14:11,13:45:12
d1c77882,Thursday,02:07:50,11:37:45
7e9eedf1,Friday,10:09:17,05:02:01
261fd7c8,Thursday,15:35:33,09:25:14
9f69908d,Saturday,23:05:22,13:25:57
d857c0f8,Friday,08:39:09,13:26:12
62b5c820,Wednesday,01:43:40,02:49:10
aa105dcb,Wednesday,14:32:57,08:38:02
0b3c80ec,Saturday,16:35:08,08:25:20
b3144cc8,Monday,04:02:38,11:10:35
3712f6c8,Friday,19:04:03,13:54:09
f2e42d6a,Wednesday,18:02:48,19:27:23
143521ed,Tuesday,13:44:56,00:35:57
cc59187b,Tuesday,10:45:10,02:00:36
c840c58a,Sunday,02:10:34,20:54:44
6296ee3f,Sunday,03:11:40,05:38:46
a86bb29b,Wednesday,17:10:17,03:33:15
367b61de,Monday,14:33:20,22:47:25
cab8e73d,Friday,21:52:36,22:31:26
a8667187,Wednesday,17:06:20,00:34:10
25150983,Tuesday,12:23:00,13:34:21
234c2d1d,Friday,07:32:55,02:17:33
613d10c3,Tuesday,21:04:28,12:20:21
7061f54e,Wednesday,21:25:03,22:40:06
f912d83a,Monday,18:03:56,12:04:47
d42374f6,Tuesday,12:18:18,17:11:45
4f0193e0,Tuesday,12:28:55,22:16:45
92c59dee,Monday,14:13:26,17:43:09
66180e44,Sunday,12:38:04,22:05:19
d039e464,Tuesday,15:44:50,08:08:23
477e105f,Tuesday,17:31:00,22:21:24
24df3636,Wednesday,08:54:43,00:46:53
e71018b4,Thursday,07:16:32,21:16:17
a3aa46a9,Tuesday,04:03:21,02:25:25
54d0de7a,Sunday,14:37:48,02:04:12
f68939af,Sunday,13:25:52,13:25:06
8105f673,Friday,08:52:56,07:49:53
2b1af9b2,Wednesday,17:12:12,03:32:34
e31634c5,Monday,06:51:19,20:40:25
8fd78754,Saturday,19:37:13,12:01:40
2aed44c7,Friday,06:26:46,14:27:15
83b288ec,Saturday,14:05:58,18:58:03
dbd002c1,Tuesday,17:57:23,16:25:58
5eea904f,Wednesday,18:35:37,01:04:24
8f747e6e,Saturday,10:06:00,09:01:31
dbb9ec15,Monday,10:13:17,09:20:21
de1dc37c,Wednesday,22:30:40,13:43:11
079a3f02,Saturday,09:32:56,02:06:50
96ab26c5,Friday,23:52:26,19:38:53
bfecb6aa,Tuesday,00:10:33,04:05:59
c43e06e7,Tuesday,23:55:30,03:24:50
2c50629c,Friday,07:20:20,06:30:35
944666e1,Sunday,02:11:55,14:50:40
e4ff35c3,Sunday,00:39:49,10:43:56
4459dabc,Saturday,00:17:57,16:59:51
bb6f9c7e,Wednesday,11:34:54,13:46:06
851584ac,Saturday,16:50:46,10:52:18
706b32a5,Wednesday,03:29:50,03:43:20
6b85e6e2,Saturday,04:24:18,05:34:47
cc86e094,Tuesday,21:25:46,13:49:06
b57a9d20,Monday,23:15:50,03:32:43
557f7ecb,Tuesday,20:38:06,21:53:45
592b1247,Wednesday,14:07:20,00:51:01
5584bb45,Wednesday,18:06:44,04:05:30
8e5c118c,Friday,03:10:47,19:43:24
783bcf8f,Monday,08:40:49,15:15:13
d8102081,Sunday,03:56:56,21:15:34
db1ab3ce,Thursday,17:40:26,18:47:40
cb38a5cd,Friday,02:35:57,01:49:07
78f85134,Sunday,14:12:31,15:35:06
da0195c5,Friday,22:31:29,00:16:33
a23b4d79,Tuesday,05:31:02,12:37:07
cecfb057,Friday,08:34:04,02:15:39
2bd019e2,Friday,18:07:25,23:49:12
5c876490,Tuesday,12:39:33,20:26:27
f538146d,Thursday,15:35:35,09:16:15
a70ca537,Friday,15:45:34,13:07:59
543feeee,Sunday,09:15:56,08:49:24
65902da9,Sunday,22:08:58,11:21:46
7893bd54,Wednesday,01:53:23,19:16:29
16b9dd51,Friday,13:33:25,19:42:36
d620cff8,Friday,05:29:01,16:24:27
6f0008b8,Thursday,12:19:06,06:09:05
e33fbea2,Friday,08:39:38,04:38:06
104e4c8d,Wednesday,10:56:08,09:43:12
6789ff85,Tuesday,19:11:01,19:27:19
6b9fe919,Saturday,21:18:50,17:47:35
ba14d628,Friday,10:33:39,19:29:24
4c31907a,Friday,15:12:31,12:53:45
f185efdc,Sunday,07:56:05,21:10:14
d70cd235,Tuesday,06:38:26,21:42:31
b08cb6b1,Saturday,12:01:38,13:46:05
28cfc58f,Wednesday,05:29:14,16:25:25
8709da0d,Sunday,20:52:47,00:47:14
e293ba0e,Friday,01:20:01,01:00:20
08e26ffc,Monday,16:07:05,19:59:32
dbbe4b70,Friday,20:14:40,00:10:32
a6976ee0,Tuesday,03:39:25,19:50:04
5e24ca70,Monday,03:10:00,11:16:35
e697dacf,Sunday,23:58:58,23:51:25
a7edc1ee,Saturday,08:31:59,14:19:35
dcbe21a2,Monday,13:36:53,04:01:40
7cac6d72,Thursday,22:44:24,08:41:34
96c31a85,Monday,16:43:47,04:05:36
1a483a6e,Monday,11:16:01,17:48:53
52bae748,Sunday,09:44:48,10:49:05
3d362f86,Monday,13:26:20,01:24:15
b46bd3b4,Friday,03:04:46,08:11:54
fb39b6fc,Friday,04:39:16,11:16:04
05f78c3a,Wednesday,12:29:55,17:23:41
fd1a6db7,Thursday,06:40:04,03:39:13
33fd46fd,Wednesday,00:15:09,15:39:56
42b169aa,Tuesday,06:48:36,21:19:40
1fdbd146,Saturday,18:02:22,08:19:35
cf83b6d3,Thursday,17:29:30,22:22:18
187f57b7,Monday,13:38:00,04:35:32
8cef18c8,Monday,18:05:36,10:54:52
8163f9e3,Sunday,01:10:54,20:36:27
bb1b3363,Wednesday,10:24:10,13:23:53
4968b978,Friday,19:11:37,23:01:12
5c7cab19,Wednesday,22:52:09,07:02:45
74731b44,Wednesday,23:33:17,01:28:25
c28c711a,Wednesday,06:41:59,04:44:34
5bb42650,Thursday,07:20:57,06:19:34
a41610c0,Friday,10:56:53,04:15:34
42d22c40,Thursday,06:20:09,06:57:40
a6f21e8b,Sunday,11:32:26,06:27:44
9bdb8b05,Thursday,16:02:33,23:44:26
52f92dc6,Tuesday,05:43:00,02:32:20
88f86ccf,Friday,13:02:49,00:11:29
66c01d26,Monday,16:04:53,11:17:02
f184a549,Wednesday,14:33:55,18:18:16
841d5282,Monday,05:29:05,03:04:14
49984ebf,Saturday,20:45:42,05:13:47
b4d453f7,Sunday,05:26:56,22:28:45
bdf8d59a,Friday,08:22:14,04:43:12
c6b6a993,Wednesday,07:13:33,14:44:36
e9ff91a0,Tuesday,23:39:01,00:19:45
4a79051c,Sunday,00:30:47,06:08:52
7bef662a,Saturday,07:53:09,10:37:05
b038261c,Thursday,22:42:23,07:49:40
a2127abb,Monday,04:49:34,20:24:54
f7257d66,Thursday,09:16:32,17:31:36
6e14d03a,Sunday,17:52:28,01:49:20
734ab62e,Monday,23:51:53,17:24:34
371350c2,Wednesday,19:41:48,23:33:50
5f8d5583,Thursday,19:51:34,06:55:19
957ae002,Saturday,02:53:29,13:45:25
20f04b19,Sunday,18:07:53,07:41:07
9ba2e684,Friday,09:33:27,02:53:20
3e462ed5,Friday,22:17:58,07:26:35
54c6e24d,Sunday,06:17:09,14:20:23
451e19ea,Monday,21:53:48,19:46:34
42dc726b,Saturday,00:42:10,14:50:40
aeea791f,Sunday,08:07:40,21:56:55
4cfeb973,Sunday,22:04:55,12:10:36
5f38d18b,Monday,06:06:57,23:06:39
c136a0d7,Sunday,16:22:17,09:36:56
7461e99f,Wednesday,11:58:10,15:30:50
cffac9b0,Tuesday,09:51:08,01:57:59
ee78369b,Wednesday,10:15:47,23:08:27
a35e7aa5,Saturday,20:21:13,07:18:00
71ca23f8,Sunday,21:32:06,02:20:06
1e0513b5,Monday,16:59:44,20:19:29
d39298a9,Saturday,11:47:42,01:22:33
2b1512d9,Sunday,19:31:00,10:53:45
5836d9a3,Monday,23:43:19,08:24:14
440309e9,Friday,12:03:46,19:31:27
1153d13a,Sunday,21:32:21,16:23:10
2154968a,Sunday,08:37:15,08:51:01
2f0b94c4,Tuesday,21:50:30,01:01:13
4d645b4b,Tuesday,05:54:05,08:16:50
a36c6b49,Sunday,01:36:59,07:29:17
3c3bb658,Tuesday,04:47:15,12:58:21
b3d6b7be,Thursday,11:53:16,02:52:20
7ed5c6cb,Sunday,01:49:10,06:54:50
9d5ef185,Tuesday,06:41:05,05:15:43
cb3b4f3a,Wednesday,13:45:30,13:58:19
1540567f,Tuesday,11:59:43,05:32:05
da6b0946,Thursday,21:12:29,14:06:32
b4c2e9d2,Thursday,00:43:48,17:28:31
5ab91a46,Wednesday,03:15:27,08:14:28
43bb4eb8,Friday,16:47:25,22:57:03
a9c2d3a3,Saturday,17:41:32,20:13:24
b53f0abd,Tuesday,10:01:25,09:13:39
cd591cf2,Wednesday,14:09:41,18:48:08
54275b65,Monday,06:25:53,17:40:02
7e649a93,Saturday,05:11:22,20:38:32
b8fb77da,Wednesday,10:20:32,19:07:38
fdef4eca,Sunday,04:40:29,09:41:53
cc525a0d,Sunday,14:35:49,14:51:33
dceb8ce3,Saturday,10:24:17,10:11:13
6e9fd8b6,Sunday,01:35:53,03:20:40
475e6d6c,Friday,01:51:34,13:35:55
a754b495,Friday,06:05:26,12:46:34
a3e6e2b5,Thursday,13:07:00,08:20:06
ae5cf63b,Friday,23:51:20,09:26:01
73f64c3e,Sunday,00:00:19,19:10:16
59532c8c,Saturday,11:50:38,01:52:29
4b274610,Saturday,15:05:42,05:51:48
b8d73f22,Thursday,03:25:33,19:19:46
cd98b5b5,Sunday,06:16:33,05:20:04
9fcfd021,Saturday,09:56:02,05:38:39
5d8755df,Tuesday,14:30:39,07:07:41
c053e6d1,Tuesday,15:02:13,05:59:46
84eec277,Wednesday,07:56:01,14:09:33
9e04176e,Thursday,23:17:23,16:48:29
fb07cb0c,Saturday,19:39:22,05:33:21
b384d5c1,Saturday,09:12:09,05:38:05
4957d98c,Sunday,08:10:21,04:11:55
6e3a20a3,Saturday,19:43:58,23:57:44
0484cf54,Monday,14:38:56,15:05:56
41370603,Tuesday,09:58:42,14:08:26
14ba2b76,Friday,06:17:00,04:34:11
d12471cd,Wednesday,08:00:06,22:22:50
b0cd8610,Monday,07:36:31,16:13:52
cef3f22d,Sunday,02:07:40,11:19:30
d4e2f02d,Thursday,01:59:52,01:28:37
b019f172,Wednesday,15:45:04,03:29:27
7f1ab6b7,Tuesday,00:19:34,04:58:40
2e8eb45d,Thursday,18:15:28,09:07:46
e7e5006f,Friday,04:23:20,19:15:37
d5aa0598,Thursday,12:19:33,06:21:03
14d7ee62,Friday,11:34:11,05:13:23
79a70dae,Friday,05:47:37,11:06:56
9805d43c,Sunday,11:37:03,23:48:00
de21c5cf,Sunday,15:42:44,15:24:33
03a7c6f8,Friday,18:50:27,13:10:38
33de883a,Sunday,12:26:58,19:09:20
9c68a932,Friday,15:27:29,20:39:55
f6bb7f71,Monday,17:20:20,20:42:26
ae9d8951,Sunday,02:16:00,08:30:32
f6b33895,Tuesday,19:44:42,01:59:02
cbdf2085,Sunday,19:34:13,05:21:20
1b72cd5c,Friday,13:39:48,03:44:23
c13cb10e,Sunday,19:14:43,20:21:31
a9d03121,Thursday,10:58:53,13:42:01
be91c085,Sunday,01:58:12,09:22:48
8a0e72d3,Friday,05:22:27,05:23:51
5ae3dcd5,Tuesday,17:40:00,21:48:15
968db1ac,Sunday,11:49:28,10:49:23
22df2e95,Monday,13:17:15,15:28:23
b21f95c7,Thursday,22:35:41,12:03:24
3b143ffb,Tuesday,19:25:53,07:57:19
59c7db24,Friday,01:12:57,08:35:21
148f7352,Saturday,20:48:41,10:16:03
3517ff6b,Friday,01:04:09,19:51:00
cfd2791a,Wednesday,22:56:15,01:55:41
068c5a72,Monday,23:21:32,03:06:42
33c144fd,Saturday,21:58:35,12:58:45
46b0580a,Saturday,12:55:00,11:02:37
3bf41f2b,Sunday,06:42:46,18:30:51
9ca34e61,Sunday,08:41:34,06:41:48
7b3254cf,Thursday,23:57:14,15:24:27
dc14f2d3,Saturday,17:55:27,16:21:23
88d95343,Friday,12:57:44,18:07:46
2019a44a,Sunday,01:29:39,05:10:05
fcffe473,Saturday,00:04:27,08:00:52
e06426a0,Sunday,09:37:48,23:51:38
16c29acb,Saturday,20:42:17,22:05:24
a92e818d,Friday,22:09:15,06:13:58
39c9a146,Sunday,07:58:32,19:29:52
c8db681c,Thursday,22:46:37,18:53:24
07287a92,Monday,01:09:00,11:35:59
bab81937,Monday,11:53:35,20:10:55
9e3a9f78,Wednesday,14:14:28,18:56:59
12b8bde9,Tuesday,21:01:25,19:37:00
73c727b3,Sunday,21:20:50,02:04:30
600f459d,Tuesday,00:44:32,19:28:17
68513414,Sunday,07:36:41,19:53:28
ede4f445,Friday,04:26:39,13:43:37
eff28b34,Tuesday,07:00:15,14:07:07
8df547f4,Thursday,09:27:55,01:23:40
68f2c9c6,Monday,17:08:20,03:19:15
c5da5947,Friday,17:04:30,11:43:30
5c5e2399,Friday,15:04:38,13:25:44
23a49ffa,Tuesday,14:11:42,12:07:53
8b7f40d5,Thursday,19:59:47,19:57:21
9ceb9135,Saturday,22:22:12,02:52:43
0a11c6ed,Sunday,04:47:11,08:03:26
5a7675c7,Sunday,22:52:33,13:42:53
2855a73c,Tuesday,12:55:11,02:24:17
790d931b,Tuesday,07:41:29,19:06:50
749d5881,Sunday,03:52:07,19:37:26
b0c7aa04,Sunday,04:20:06,04:01:44
132d3258,Saturday,04:38:54,09:52:31
d5daad01,Tuesday,23:25:39,20:59:06
d6efd855,Tuesday,06:18:37,03:17:24
42497a9b,Saturday,05:40:58,08:19:39
c33fa2ca,Friday,23:13:04,12:39:06
775dfdcc,Monday,00:14:57,14:31:10
73f7ef46,Friday,18:33:13,14:21:56
f84aa52f,Saturday,13:02:43,22:07:46
903d07e5,Sunday,02:07:41,14:00:08
b80d0ff8,Monday,06:26:48,04:52:45
ffed1eac,Saturday,20:36:12,11:14:09
8bd3522c,Friday,08:48:21,11:52:23
ad4fc65c,Tuesday,14:27:37,03:30:58
ffdb7c54,Wednesday,12:07:09,08:48:16
2c58fcc3,Thursday,02:35:40,10:49:44
4c698976,Tuesday,03:05:33,21:49:03
e3ffd8e1,Wednesday,00:44:26,18:20:38
14f798f2,Wednesday,09:48:51,07:11:52
4e576596,Sunday,12:10:34,07:11:29
50145942,Tuesday,00:04:57,19:59:09
ca8227c8,Monday,14:25:15,14:09:46
3c6ebd6f,Sunday,03:02:37,16:25:23
13e92f06,Monday,00:45:12,02:21:52
c1cc10d3,Friday,18:32:18,01:43:19
5dae7277,Monday,20:56:40,09:12:51
b9d81a85,Sunday,13:03:13,17:23:38
f537ed71,Wednesday,20:07:29,22:00:38
7b4289c3,Monday,12:49:28,17:39:40
99d8258e,Friday,07:45:35,18:40:55
4b08fd42,Tuesday,13:51:38,17:10:32
1692a999,Wednesday,14:46:53,17:54:26
bc3219cc,Sunday,07:37:26,15:58:19
37185955,Tuesday,08:43:42,23:47:44
5cafbf5f,Friday,09:35:32,23:09:45
628f3e9f,Tuesday,02:35:42,04:18:02
c49a3dda,Friday,23:36:47,12:36:00
d4f6221b,Monday,19:01:27,04:33:12
c1239462,Friday,20:12:09,11:42:15
00ed2b0d,Monday,16:31:45,01:57:44
ee09762c,Monday,07:35:25,20:02:55
1117aedd,Monday,06:40:14,07:17:37
8156b5b3,Thursday,20:57:31,21:48:50
40b68b79,Friday,08:02:36,15:31:58
2f340766,Saturday,13:53:00,16:24:07
45c0ed7d,Saturday,15:21:22,03:34:26
3021263d,Tuesday,20:08:25,01:05:53
a8a2baf3,Wednesday,23:44:53,00:43:49
36fcf949,Monday,09:23:26,08:56:21
6ccb48e6,Tuesday,12:50:23,11:34:12
716e4d77,Saturday,10:19:06,20:44:21
17fcfdd0,Friday,08:04:08,09:53:08
aa27db07,Wednesday,09:39:46,00:48:57
5870fe25,Saturday,12:34:04,03:17:28
52310c20,Wednesday,23:18:46,02:10:02
2902ef71,Wednesday,19:39:04,23:48:51
d036b8b0,Wednesday,13:56:39,06:01:23
1fb5846a,Monday,18:47:56,15:00:01
d3b9489e,Thursday,13:58:55,20:12:30
1f9ff242,Monday,16:45:43,06:05:08
30be273c,Saturday,00:34:28,06:04:13
2dece34a,Wednesday,15:50:07,22:22:56
6dd96bae,Friday,01:15:48,03:01:27
3a980249,Saturday,22:42:34,18:49:52
e3f25f56,Sunday,14:57:17,19:38:51
2a9c3f39,Wednesday,22:50:26,11:10:33
54df126d,Wednesday,19:18:46,07:17:07
f072a013,Friday,04:42:43,19:19:25
03b779c3,Friday,03:32:22,01:32:08
fb470ebc,Wednesday,12:24:40,20:24:29
8697b831,Sunday,15:48:54,05:10:37
29745ef4,Sunday,23:08:53,02:26:37
36a3b074,Friday,06:20:50,13:19:20
1d9b8ee0,Thursday,23:32:09,09:57:18
79fe4920,Saturday,14:11:46,06:29:52
4db210fd,Saturday,02:56:40,02:45:52
e9719931,Sunday,20:47:50,18:45:36
156855ed,Wednesday,06:06:02,09:28:11
a7789ac3,Monday,00:27:46,12:15:35
adb15326,Saturday,08:22:42,15:54:58
7a298e32,Wednesday,01:50:28,04:28:09
5386eb97,Monday,13:32:32,07:50:45
ebb1f5fb,Monday,16:15:13,14:09:40
5d165a5b,Thursday,22:52:20,00:38:36
149aae04,Friday,16:22:05,14:07:32
f3679e8a,Friday,06:39:28,20:51:34
50252d7d,Wednesday,11:39:29,09:23:23
5ff71137,Tuesday,07:42:09,05:19:08
0f468553,Saturday,13:00:35,05:32:08
6e6f1a59,Friday,23:18:01,14:22:06
a0f4eb0b,Saturday,01:53:54,00:07:38
