item_id,sku,item_name,item_cat,item_size,item_price
595,57210155,Ullam,Pasta,Small,609.49
596,53323699,Hic,Dessert,Small,383.53
597,18973013,Doloremque,Salad,Small,1381.67
598,11620167,Ipsum,Pasta,Medium,1257.14
599,13140762,Ex,Pizza,Small,523.71
600,22995452,Iure,Pasta,Medium,790.88
601,18497090,Repellendus,Pizza,Large,378.67
602,31177221,Temporibus,Dessert,Small,789.59
603,47233584,Commodi,Pizza,Large,502.4
604,53761903,Ducimus,Pasta,Large,363.69
605,40040240,Beatae,Pasta,Small,460.51
606,36417360,Sint,Salad,Large,1091.22
607,55276313,Nesciunt,Salad,Small,755.51
608,45566486,Tempora,Pizza,Small,1466.23
609,97596899,Magni,Dessert,Medium,435.44
610,56557404,Necessitatibus,Salad,Small,722.49
611,24728638,Blanditiis,Pasta,Large,842.74
612,09678439,Omnis,Pizza,Small,1337.79
613,76417115,Maxime,Salad,Small,725.2
614,01970005,Nam,Salad,Large,1452.56
615,98846276,Eaque,Salad,Large,1117.43
616,99530259,Provident,Pizza,Small,379.98
617,41530481,Exercitationem,Pizza,Small,443.49
618,92537989,Sapiente,Dessert,Small,596.14
619,94172058,Nesciunt,Salad,Large,902.81
620,62150057,Labore,Dessert,Medium,342.46
621,75180911,Placeat,Pizza,Small,754.98
622,02040271,Aliquid,Salad,Medium,900.44
623,79941051,Iure,Salad,Small,606.23
624,90268465,Accusamus,Salad,Large,586.82
625,79183079,Nostrum,Pizza,Medium,624.12
626,50095889,Voluptate,Pasta,Small,1499.93
627,56584851,Maxime,Salad,Large,500.57
628,34213360,Itaque,Salad,Large,1013.19
629,99467050,Veritatis,Pasta,Large,900.0
630,99081232,Quis,Pasta,Small,1185.61
631,87936735,Expedita,Dessert,Small,672.83
632,74094363,Consequuntur,Salad,Large,676.32
633,21412851,Officiis,Pizza,Medium,688.74
634,94223248,Eveniet,Dessert,Small,473.49
635,96086865,Quod,Pizza,Large,941.2
636,47480223,Necessitatibus,Dessert,Small,1482.69
637,77156815,Sed,Pasta,Medium,1289.46
638,49697483,Recusandae,Pizza,Large,926.05
639,03095706,Quasi,Pizza,Medium,886.55
640,38963834,Hic,Salad,Large,498.49
641,23217522,Tenetur,Salad,Medium,741.1
642,69321719,Voluptatibus,Pasta,Medium,1092.58
643,93733823,Vel,Salad,Small,922.69
644,59525318,Saepe,Pizza,Medium,1371.67
645,44920203,Laudantium,Dessert,Small,891.67
646,31616065,Vitae,Pasta,Small,857.47
647,74031955,Doloremque,Salad,Large,1197.94
648,46436511,Quae,Dessert,Medium,1064.89
649,78050235,Possimus,Pizza,Small,1318.17
650,72634240,Animi,Salad,Large,1354.9
651,09839229,Libero,Dessert,Small,900.66
652,58061466,Rerum,Salad,Small,1431.21
653,60228291,Voluptas,Pasta,Medium,994.27
654,39756435,Perspiciatis,Pizza,Medium,1215.87
655,88703916,Mollitia,Pizza,Small,1066.73
656,74392711,Consectetur,Pizza,Large,335.86
657,57541631,Itaque,Pizza,Large,735.78
658,49297454,Cupiditate,Pizza,Large,1455.32
659,86531085,Consequatur,Salad,Small,1032.42
660,21747236,Dolor,Dessert,Medium,1020.68
661,85996991,Natus,Pasta,Medium,595.84
662,27810484,Distinctio,Dessert,Medium,422.67
663,05156689,Dolor,Salad,Medium,532.58
664,63526462,Provident,Dessert,Medium,321.42
665,24082686,Maiores,Pizza,Medium,1096.22
666,74883233,Rem,Salad,Large,323.16
667,65766668,Expedita,Salad,Medium,1060.73
668,15040152,Et,Dessert,Small,1076.49
669,69945915,Fuga,Salad,Small,800.74
670,33541884,Laborum,Pizza,Small,669.58
671,44019549,Aliquid,Dessert,Medium,939.59
672,30700536,Placeat,Dessert,Medium,1254.35
673,60216052,Voluptatem,Pizza,Large,850.18
674,53579089,Ad,Pasta,Medium,1069.91
675,19098524,Corrupti,Salad,Small,907.47
676,10876398,Laudantium,Pizza,Large,625.93
677,64662138,Ad,Salad,Medium,469.53
678,65481912,Beatae,Pizza,Small,554.24
679,60989765,Nam,Pizza,Small,638.68
680,48832663,Vel,Salad,Large,478.48
681,90356520,Eligendi,Pizza,Medium,1268.72
682,95140391,Eos,Dessert,Large,1092.26
683,07104152,Recusandae,Pasta,Small,775.64
684,88646572,Id,Pizza,Large,811.93
685,38221491,Sed,Pasta,Large,893.92
686,25819861,In,Dessert,Large,998.09
687,26117522,Laboriosam,Pizza,Medium,862.45
688,35709824,Beatae,Pizza,Medium,624.49
689,43111541,Delectus,Salad,Large,863.48
690,38125652,Qui,Salad,Large,503.68
691,05368228,Alias,Salad,Medium,1370.24
692,90587474,Incidunt,Pizza,Medium,468.68
693,05757541,Perferendis,Dessert,Small,488.77
694,45022357,Eum,Pasta,Medium,459.76
695,28949626,Recusandae,Pasta,Medium,400.08
696,27181102,Voluptatum,Dessert,Large,1249.9
697,29933495,Mollitia,Pizza,Medium,889.93
698,95901466,Dolores,Salad,Medium,1018.01
699,27840375,Similique,Pizza,Small,352.95
700,71496153,Eos,Pasta,Small,641.66
701,46376541,Libero,Salad,Medium,1024.35
702,48549219,Culpa,Dessert,Small,1364.47
703,62801614,Recusandae,Dessert,Small,773.52
704,38674716,Provident,Dessert,Medium,1139.05
705,01035254,Dignissimos,Dessert,Small,308.94
706,96490501,Facere,Pasta,Small,714.15
707,33147666,Aliquid,Dessert,Large,1424.97
708,59345435,Unde,Pizza,Medium,1200.37
709,48141383,Natus,Dessert,Medium,1493.7
710,67141470,Laborum,Pasta,Large,1110.81
711,59641186,Quae,Pizza,Small,1060.97
712,88517995,Voluptatum,Pasta,Medium,412.0
713,78885332,Repellendus,Dessert,Large,1036.79
714,31138154,Odit,Pizza,Medium,1079.46
715,34749951,Neque,Pizza,Large,848.45
716,50707430,Cumque,Pasta,Large,937.02
717,07558603,Dolorum,Dessert,Small,1301.22
718,26523040,Iste,Dessert,Small,1495.26
719,71225944,Sit,Salad,Medium,787.08
720,91285454,Accusantium,Pasta,Medium,1454.71
721,83558023,Possimus,Dessert,Large,542.21
722,77960009,Nesciunt,Pizza,Small,767.08
723,22768032,Saepe,Pizza,Large,645.36
724,13327231,Dolore,Salad,Small,596.96
725,70148282,Aliquam,Salad,Large,688.16
726,05919093,Quos,Dessert,Small,423.59
727,84840943,Nobis,Pizza,Large,506.23
728,99440572,Sint,Pizza,Medium,846.47
729,95079622,Sapiente,Dessert,Medium,421.01
730,95950693,Odit,Pizza,Medium,1174.8
731,17777476,Dolor,Salad,Medium,433.55
732,59305347,Modi,Pasta,Small,599.22
733,14380495,Aut,Pizza,Small,1153.39
734,37444075,Ratione,Pizza,Large,785.54
735,62581295,Quis,Salad,Medium,1210.7
736,05958900,Odit,Pizza,Small,708.13
737,74374687,Quo,Pasta,Small,539.34
738,83738197,Facere,Pasta,Medium,579.98
739,44176778,Doloribus,Pasta,Medium,1232.79
740,81697090,Quod,Pizza,Large,858.35
741,39802682,Provident,Salad,Medium,1329.39
742,69446146,Quaerat,Pizza,Small,884.36
743,59321200,Ducimus,Dessert,Small,349.95
744,91246653,Nostrum,Dessert,Large,908.66
745,80301837,Rerum,Pasta,Small,1163.86
746,56759150,Itaque,Dessert,Large,989.39
747,59559856,Quam,Pasta,Small,1152.89
748,27768006,Aliquid,Dessert,Medium,1447.74
749,54092495,Omnis,Salad,Small,1386.29
750,41294468,Ea,Salad,Small,1170.63
751,23913998,Sit,Dessert,Large,1106.24
752,73253082,Deleniti,Pasta,Small,1172.78
753,29933464,Ut,Pasta,Medium,337.35
754,10074640,Iste,Pasta,Small,431.37
755,00513418,Possimus,Pizza,Large,1247.36
756,63458626,Omnis,Salad,Medium,388.06
757,60242846,Assumenda,Salad,Large,569.3
758,82248307,Dignissimos,Pizza,Large,1186.32
759,58230459,Ipsa,Salad,Small,519.17
760,79281324,Qui,Dessert,Small,1380.98
761,54122918,Labore,Dessert,Large,1497.86
762,21587153,Quis,Salad,Small,868.66
763,67344154,Non,Salad,Small,1364.44
764,27831533,Hic,Salad,Small,1173.0
765,46600332,Voluptatem,Salad,Large,598.79
766,83816970,Quasi,Salad,Medium,657.16
767,80370772,Dolor,Salad,Medium,533.7
768,98824304,Voluptatem,Salad,Medium,1481.6
769,46278494,Alias,Pizza,Medium,1321.63
770,01090659,Minus,Dessert,Medium,362.4
771,25227710,Debitis,Salad,Small,1076.96
772,98456437,Id,Salad,Large,1140.03
773,51297589,Esse,Pasta,Medium,713.7
774,63400687,Sunt,Salad,Large,1391.11
775,20225599,Blanditiis,Salad,Medium,857.2
776,32234541,Modi,Pasta,Medium,792.92
777,83043543,Omnis,Pizza,Large,1434.93
778,70346190,Itaque,Pasta,Medium,1198.29
779,53554321,Deserunt,Pasta,Large,1275.6
780,56105308,Ipsam,Salad,Large,1045.42
781,25997354,Quod,Pasta,Medium,1419.26
782,58504437,Enim,Dessert,Small,684.37
783,08590862,Accusantium,Dessert,Small,776.72
784,51474164,Dolorem,Pizza,Large,891.01
785,39923189,Vitae,Pasta,Small,770.42
786,97824411,Aperiam,Pizza,Small,580.67
787,42412991,Eligendi,Pizza,Large,1451.23
788,77725172,Molestiae,Pasta,Medium,1412.93
789,29478002,Odio,Pizza,Medium,436.32
790,58248027,Soluta,Salad,Small,670.75
791,21852619,Cupiditate,Salad,Large,1070.0
792,97138860,Sed,Salad,Small,383.86
793,79867566,Recusandae,Pasta,Medium,547.25
794,01195187,Velit,Dessert,Medium,753.96
795,21232190,Dignissimos,Pasta,Small,1047.08
796,20611118,Minima,Pizza,Large,1171.35
797,20757403,A,Pasta,Large,1182.41
798,06270056,Suscipit,Pizza,Large,1238.15
799,14714009,Ea,Pizza,Large,490.46
800,89186275,Totam,Pizza,Small,511.45
801,19988337,Placeat,Salad,Medium,802.83
802,77113375,Adipisci,Pasta,Medium,690.16
803,87268195,Labore,Salad,Medium,1095.33
804,98216178,Ad,Salad,Small,1083.63
805,95028781,Nesciunt,Pizza,Large,520.3
806,51102043,Incidunt,Pizza,Large,822.63
807,23917262,Porro,Salad,Small,1317.72
808,48410618,Necessitatibus,Pizza,Small,880.79
809,70771114,Maxime,Pizza,Large,519.49
810,15030740,Impedit,Salad,Large,1280.03
811,06452070,Cum,Pizza,Medium,959.26
812,32341577,Possimus,Pasta,Medium,857.56
813,88226330,Sunt,Salad,Medium,672.31
814,16596108,Quas,Dessert,Medium,1000.37
815,56708431,Id,Pizza,Small,665.1
816,03053249,Perspiciatis,Salad,Small,654.71
817,90678295,Quasi,Dessert,Medium,620.8
818,80593423,Sint,Dessert,Large,679.42
819,03378649,Minima,Salad,Small,1336.2
820,72145166,Occaecati,Dessert,Small,1324.31
821,52158483,Molestias,Pizza,Medium,558.7
822,42988427,Quis,Pasta,Medium,482.3
823,34957158,Quam,Salad,Medium,1422.26
824,53414915,Ut,Dessert,Medium,1407.2
825,74077823,Beatae,Dessert,Small,1311.01
826,60595768,Voluptatem,Salad,Large,1433.04
827,58258651,Rem,Pasta,Small,920.17
828,35159643,Magnam,Salad,Medium,380.78
829,22855084,Culpa,Pasta,Medium,1223.97
830,43628254,Maiores,Salad,Small,729.5
831,41832479,Dignissimos,Pasta,Large,514.62
832,00725750,Perferendis,Dessert,Medium,1186.05
833,43148202,Atque,Salad,Medium,731.83
834,27868911,Iusto,Pizza,Medium,629.26
835,19150888,Fugiat,Pasta,Small,319.54
836,22942920,Maiores,Pasta,Medium,362.71
837,75279561,Iusto,Pizza,Large,793.25
838,86453394,Reprehenderit,Salad,Medium,788.91
839,01207729,Possimus,Salad,Large,938.42
840,48563994,Excepturi,Pasta,Small,371.3
841,03677469,Quam,Salad,Large,822.17
842,20530310,Incidunt,Salad,Small,1323.8
843,24818209,Dolor,Dessert,Large,1091.7
844,08810946,At,Dessert,Medium,1416.95
845,53298546,Nulla,Pasta,Large,401.85
846,50837571,Molestias,Salad,Small,1400.96
847,83501081,Iusto,Salad,Small,1189.57
848,32056020,Sunt,Pizza,Medium,646.5
849,88748955,Atque,Pasta,Large,356.27
850,36103423,Sint,Dessert,Medium,1212.35
851,39737014,Dicta,Pasta,Small,1441.99
852,84068712,Quae,Dessert,Small,848.9
853,13902711,Rerum,Salad,Medium,1262.72
854,05716371,Aperiam,Pizza,Medium,829.69
855,38176951,Suscipit,Salad,Small,542.66
856,49671124,Dolores,Pizza,Medium,1261.09
857,06256029,Deserunt,Dessert,Large,697.39
858,22840639,Harum,Salad,Small,460.35
859,40235325,Veniam,Dessert,Medium,1483.53
860,06120542,Porro,Salad,Large,929.78
861,87891225,Non,Dessert,Large,1016.4
862,21173219,Repellat,Dessert,Large,871.91
863,93771603,Aliquam,Dessert,Small,1046.57
864,66238935,Eius,Pasta,Medium,394.12
865,87564549,Officiis,Pasta,Small,1184.91
866,54215801,Deserunt,Dessert,Small,1063.64
867,19936758,Asperiores,Dessert,Medium,325.79
868,51794118,Aspernatur,Salad,Large,619.2
869,47733305,Veritatis,Salad,Medium,1313.43
870,71120461,Hic,Pasta,Large,1203.8
871,63398618,Officia,Pizza,Small,409.52
872,17838108,Assumenda,Dessert,Small,1115.76
873,08686534,Rem,Dessert,Large,666.67
874,26803548,Inventore,Dessert,Small,971.71
875,53997128,Aliquid,Pasta,Large,965.19
876,77572226,Architecto,Pizza,Medium,1282.11
877,70036480,Inventore,Pizza,Medium,552.68
878,82462512,Nulla,Pasta,Small,1182.54
879,60689726,Eaque,Pasta,Small,1142.86
880,89352496,Maiores,Dessert,Medium,1299.55
881,00294911,Iste,Pizza,Large,326.13
882,14694585,Non,Salad,Medium,539.59
883,13190378,Quos,Salad,Medium,470.18
884,64509921,Nostrum,Pasta,Large,704.2
885,47314818,Mollitia,Dessert,Small,513.31
886,76684128,Expedita,Pasta,Medium,1000.15
887,66534969,Animi,Dessert,Medium,388.94
888,58087770,Hic,Pasta,Medium,594.82
889,60530448,Sequi,Dessert,Small,360.95
890,33441542,Occaecati,Pizza,Medium,1265.2
891,75763756,Ipsam,Salad,Small,314.58
892,45086342,Eligendi,Pizza,Large,950.24
893,36166794,Similique,Pizza,Small,656.51
894,48402309,Harum,Pasta,Medium,842.02
895,61438248,Accusamus,Dessert,Small,496.66
896,21391392,Occaecati,Pizza,Large,705.5
897,66485094,Quibusdam,Dessert,Medium,1374.63
898,90578755,Eius,Pizza,Medium,1353.27
899,88020396,Fugit,Pizza,Large,395.15
900,52067181,A,Dessert,Small,1344.05
901,47672222,Sint,Pasta,Large,377.25
902,39698360,Odit,Pizza,Small,533.8
903,05556793,Minima,Dessert,Medium,762.84
904,45550584,Labore,Salad,Medium,775.4
905,35138198,Numquam,Dessert,Small,484.55
906,00706957,Hic,Dessert,Small,1047.77
907,81012534,Dolor,Pizza,Small,1255.82
908,19433493,At,Salad,Large,466.91
909,48415101,Ipsum,Salad,Small,574.48
910,36314379,Ab,Pasta,Small,967.92
911,44247485,Ut,Dessert,Large,777.47
912,00862103,Expedita,Salad,Medium,936.5
913,10549582,Rem,Salad,Medium,1205.49
914,53243997,Officia,Pizza,Small,1232.23
915,21441219,Soluta,Dessert,Small,1467.57
916,09140271,Hic,Salad,Large,1286.83
917,60934062,Magnam,Pizza,Large,1374.81
918,00776349,Quisquam,Salad,Large,1185.26
919,94086836,Architecto,Salad,Small,600.28
920,13998134,Omnis,Dessert,Small,1271.35
921,79131704,Dolorem,Salad,Medium,552.01
922,07369377,Eveniet,Dessert,Small,1081.24
923,38985225,Autem,Salad,Small,1041.55
924,06838638,Earum,Pasta,Small,938.51
925,79903646,Libero,Pasta,Small,690.66
926,40658490,Libero,Pasta,Small,1213.57
927,08785824,Aut,Salad,Large,848.69
928,28460589,Velit,Dessert,Medium,511.67
929,06825690,Non,Salad,Small,1493.74
930,66012429,Consequatur,Salad,Small,534.26
931,63943801,Similique,Pasta,Medium,508.86
932,11714675,Ratione,Dessert,Large,781.55
933,00134989,Aliquid,Pasta,Medium,311.89
934,52243011,Occaecati,Dessert,Medium,667.27
935,43655410,Error,Salad,Small,876.93
936,81940097,Quasi,Pizza,Small,684.28
937,37262105,Quaerat,Pasta,Small,627.39
938,54409903,Quasi,Pizza,Large,690.12
939,19150826,Eum,Salad,Large,1389.65
940,53252982,Aut,Salad,Medium,1002.51
941,46597793,Cupiditate,Salad,Medium,404.1
942,40965604,Nulla,Dessert,Small,561.12
943,10433768,Cupiditate,Dessert,Large,391.32
944,96832073,Veniam,Salad,Medium,885.01
945,18782110,Eius,Dessert,Small,335.28
946,23894310,Corporis,Salad,Large,1201.17
947,02587349,Qui,Dessert,Medium,651.71
948,58301784,Quis,Pizza,Medium,412.65
949,34684221,Voluptate,Dessert,Large,1167.74
950,48640497,Suscipit,Salad,Large,787.66
951,71247151,Dolores,Pasta,Medium,893.64
952,51182878,Libero,Pasta,Small,1065.08
953,36364275,Omnis,Pizza,Large,1168.26
954,63199598,Vel,Salad,Large,943.83
955,19345543,Veritatis,Dessert,Medium,1008.28
956,36381173,Cum,Salad,Large,1071.45
957,12509003,Totam,Dessert,Medium,643.11
958,42908876,Quia,Pasta,Small,699.21
959,19213118,Ad,Pasta,Medium,729.28
960,42933571,Delectus,Salad,Medium,388.71
961,51540616,Amet,Salad,Small,590.94
962,80184102,Voluptatum,Dessert,Large,1094.29
963,75104108,Quibusdam,Pizza,Medium,717.91
964,59378983,Repellendus,Pasta,Small,802.27
965,50591633,Ab,Salad,Large,948.92
966,82658045,Culpa,Pasta,Large,1136.7
967,44010423,Repellat,Dessert,Large,303.18
968,25908992,Deleniti,Salad,Small,690.32
969,47793033,Rerum,Pasta,Medium,1487.99
970,73266754,Error,Pasta,Large,1362.89
971,24741705,Delectus,Dessert,Small,1225.87
972,32862799,Provident,Dessert,Medium,396.83
973,18918533,Iste,Salad,Medium,1384.77
974,49930849,Perferendis,Salad,Large,954.53
975,94404807,Voluptatibus,Salad,Large,912.97
976,27075067,Aut,Salad,Small,424.89
977,55655644,Commodi,Pizza,Medium,603.4
978,08963871,Sit,Salad,Medium,659.26
979,98507108,Reprehenderit,Pasta,Large,1092.3
980,83329630,Repellat,Salad,Large,1472.67
981,54801165,Accusantium,Pasta,Medium,906.43
982,60131805,Dolorum,Dessert,Medium,606.57
983,98850990,Voluptas,Pasta,Medium,749.42
984,85017160,Magnam,Pasta,Small,753.97
985,65919439,Voluptas,Dessert,Medium,454.5
986,88470443,Reiciendis,Dessert,Large,841.62
987,69756047,Optio,Dessert,Large,1381.39
988,08360274,Delectus,Pasta,Small,1349.65
989,26427003,Necessitatibus,Pasta,Small,923.31
990,03882580,Velit,Pasta,Medium,649.74
991,95305448,Aliquam,Pasta,Small,1316.49
992,47194793,Porro,Dessert,Small,897.94
993,56560145,Voluptates,Pasta,Small,651.17
994,09620353,Sunt,Salad,Medium,741.69
995,75113407,Facere,Pizza,Small,810.02
996,73544722,Explicabo,Pasta,Small,1129.45
997,67924660,Unde,Salad,Small,315.0
998,73100997,Aut,Pizza,Small,1027.72
999,48431231,Labore,Pasta,Large,877.94
1000,45431463,Maiores,Pasta,Medium,783.3
