row_id,rota_id,date,shift_id,staff_id
716,6d07d5d7,2025-01-04,205,86
717,45b37691,2025-01-08,400,29
718,40dbb0be,2025-01-01,83,16
719,5ad48d67,2025-01-05,651,62
720,579176d2,2025-01-03,761,60
721,e4733b6f,2025-01-04,963,48
722,6cd17c78,2025-01-06,379,85
723,b23901fb,2025-01-06,377,2
724,c18f91c7,2025-01-05,978,7
725,75dcdb1f,2025-01-07,713,65
726,2f506536,2025-01-02,342,34
727,abd12637,2025-01-04,952,27
728,e7308283,2025-01-03,666,44
729,00eea7c3,2025-01-03,719,41
730,bd53879b,2025-01-06,947,88
731,c17dc9e2,2025-01-04,433,99
732,39d113da,2025-01-02,392,88
733,840c61d3,2025-01-07,736,54
734,9487b4c9,2025-01-03,122,91
735,adc2eec5,2025-01-01,529,4
736,64c0ae34,2025-01-08,933,72
737,6986b231,2025-01-08,116,50
738,2a23dc1f,2025-01-05,929,72
739,9f26bdf4,2025-01-05,244,37
740,5e4fd4bf,2025-01-07,10,76
741,c6d3e66f,2025-01-02,483,42
742,6a3530c8,2025-01-01,43,54
743,e3beeacd,2025-01-04,944,67
744,4850d221,2025-01-09,590,28
745,b7994108,2025-01-06,266,97
746,2d223d78,2025-01-04,33,43
747,4c61d534,2025-01-08,220,19
748,6ec43707,2025-01-05,212,26
749,bd31d7ad,2025-01-03,675,28
750,fc7f0771,2025-01-09,547,3
751,e2e50262,2025-01-01,275,16
752,8a97577f,2025-01-03,274,98
753,adebcb6c,2025-01-04,188,100
754,ffb72e30,2025-01-01,729,93
755,e2ecd27f,2025-01-08,890,56
756,85b759b9,2025-01-01,186,56
757,05a7f41c,2025-01-03,197,24
758,f87edd9d,2025-01-06,876,82
759,c3b1b609,2025-01-02,930,72
760,e9210501,2025-01-04,405,40
761,4f527eb2,2025-01-03,546,24
762,c0998d58,2025-01-08,241,16
763,1917a3ae,2025-01-05,193,73
764,c3caeae8,2025-01-07,144,46
765,c4ee750d,2025-01-06,844,87
766,1cc49eb7,2025-01-08,351,88
767,c97aa085,2025-01-05,555,50
768,d8658ad6,2025-01-05,61,69
769,7c4aeb40,2025-01-04,454,90
770,e05a2dda,2025-01-05,629,80
771,40d635ff,2025-01-04,62,85
772,795e7737,2025-01-02,215,68
773,54a1467e,2025-01-05,354,47
774,25de74cd,2025-01-01,763,67
775,b8756350,2025-01-08,321,76
776,afda6618,2025-01-08,706,47
777,efe9b3f5,2025-01-04,552,22
778,e9fbd7f7,2025-01-04,557,6
779,953ddef8,2025-01-01,265,100
780,8172c600,2025-01-02,926,8
781,f366c279,2025-01-06,625,85
782,024b6036,2025-01-04,303,61
783,6a188f19,2025-01-06,641,66
784,4f6ca889,2025-01-03,467,97
785,664e8420,2025-01-05,200,77
786,b154f649,2025-01-03,738,88
787,c7aa757a,2025-01-06,751,4
788,c8885366,2025-01-08,600,59
789,2b48939a,2025-01-05,485,46
790,04ac5566,2025-01-01,435,22
791,beb134c0,2025-01-01,348,79
792,c691df33,2025-01-04,225,68
793,b209edfa,2025-01-05,454,87
794,4f4a7c7d,2025-01-03,178,75
795,a44f0db5,2025-01-05,267,97
796,aa408efd,2025-01-02,724,82
797,88c912d3,2025-01-08,628,8
798,04b08ae7,2025-01-09,563,21
799,3e5316de,2025-01-09,408,38
800,b4212320,2025-01-02,57,20
801,b795f679,2025-01-04,591,97
802,74d31b61,2025-01-06,909,93
803,db9be7c8,2025-01-05,596,55
804,938b1b01,2025-01-04,903,31
805,ab02038e,2025-01-07,790,96
806,d38ad714,2025-01-09,166,3
807,3a076842,2025-01-05,934,37
808,79adffb6,2025-01-03,31,39
809,0160786c,2025-01-02,5,19
810,38d55931,2025-01-08,94,81
811,ed71cc36,2025-01-02,823,47
812,6fef5553,2025-01-02,957,78
813,96b7a47e,2025-01-08,281,2
814,c3cd9475,2025-01-02,196,81
815,7716ee98,2025-01-05,48,11
816,42e5f74e,2025-01-05,438,12
817,feb4d623,2025-01-04,891,76
818,97de50c9,2025-01-08,501,43
819,7fd02da1,2025-01-08,726,89
820,31fd6fcf,2025-01-05,376,53
821,61e65850,2025-01-08,573,78
822,985131c9,2025-01-09,787,57
823,c68580f2,2025-01-06,233,42
824,89e7102d,2025-01-09,28,45
825,a22c41fb,2025-01-09,726,91
826,602ff9df,2025-01-04,149,32
827,e4fb8284,2025-01-07,903,9
828,c5ba2b53,2025-01-08,742,68
829,b97bec61,2025-01-06,421,100
830,a6eb82d0,2025-01-08,839,8
831,ec1e1f49,2025-01-07,273,63
832,aece5beb,2025-01-01,205,15
833,2442678d,2025-01-05,712,41
834,0a440b76,2025-01-09,254,13
835,fd2a1ea3,2025-01-03,646,57
836,09559771,2025-01-07,322,84
837,374ae9a3,2025-01-09,182,33
838,3a3d6f0d,2025-01-09,319,78
839,439b0d1b,2025-01-09,600,88
840,74d7be53,2025-01-06,820,92
841,a9eda249,2025-01-05,337,56
842,23da7609,2025-01-09,366,44
843,4a680c97,2025-01-06,670,39
844,5449764f,2025-01-06,847,68
845,eea4ebc7,2025-01-08,851,90
846,64497ad7,2025-01-07,828,32
847,a0756924,2025-01-02,498,73
848,f979c0ce,2025-01-06,823,91
849,03a535dc,2025-01-03,859,56
850,0d9e85a9,2025-01-04,805,100
851,b1b898d2,2025-01-08,204,67
852,e3343592,2025-01-01,317,35
853,c36d4fff,2025-01-09,98,31
854,2c4729db,2025-01-07,284,4
855,810c6169,2025-01-06,679,4
856,b6f00672,2025-01-01,787,82
857,462a7bfb,2025-01-01,853,52
858,36a44c69,2025-01-05,179,90
859,f960ef64,2025-01-09,819,93
860,5dc6316a,2025-01-06,837,85
861,7ebaf913,2025-01-04,317,11
862,cd89a6cb,2025-01-07,317,42
863,ca7ae10d,2025-01-08,832,68
864,054a6041,2025-01-09,232,44
865,94af3c82,2025-01-02,92,56
866,4a68c1cc,2025-01-04,244,25
867,7da4e34a,2025-01-01,966,71
868,0bc639c8,2025-01-05,643,74
869,38c84438,2025-01-09,669,65
870,e774d0a4,2025-01-06,973,73
871,d06aca98,2025-01-09,166,53
872,7ca8357a,2025-01-06,381,35
873,f8d08d2e,2025-01-08,869,92
874,84d2df51,2025-01-09,693,61
875,2ba5188d,2025-01-02,955,74
876,f7932cc8,2025-01-07,992,76
877,21ed52a8,2025-01-01,887,42
878,5f123a99,2025-01-05,214,3
879,c87da829,2025-01-06,459,5
880,b2a0f0df,2025-01-01,621,47
881,3e6651e9,2025-01-04,712,55
882,b0c19ad9,2025-01-02,251,46
883,00c50ae5,2025-01-06,546,75
884,971d4c85,2025-01-06,301,37
885,376263a7,2025-01-03,655,35
886,d6caf0b7,2025-01-07,972,58
887,83a4df73,2025-01-07,971,97
888,b29283c5,2025-01-03,150,71
889,cd63a75d,2025-01-01,523,63
890,56fbd811,2025-01-04,415,99
891,f6632b1e,2025-01-03,801,75
892,83cbd819,2025-01-01,203,89
893,dd4d1dfa,2025-01-06,717,96
894,0dcefef7,2025-01-03,5,3
895,bd7e371c,2025-01-08,793,27
896,d4117ae6,2025-01-06,985,30
897,926c6e57,2025-01-02,886,85
898,d3bdce88,2025-01-07,94,97
899,6ae90fa2,2025-01-03,887,86
900,a91b05bf,2025-01-06,125,4
901,798d4595,2025-01-09,85,63
902,04c37e09,2025-01-08,64,29
903,0bea7087,2025-01-07,949,31
904,94d8ef20,2025-01-02,961,4
905,7e0b11c2,2025-01-05,165,52
906,744c36ba,2025-01-07,943,31
907,e11f1495,2025-01-09,994,14
908,52cc6d02,2025-01-01,483,99
909,7c433d0c,2025-01-07,784,89
910,9dc047e2,2025-01-05,801,16
911,9dcdb1b0,2025-01-09,394,9
912,84133e77,2025-01-04,882,28
913,63f931eb,2025-01-03,398,64
914,f1891ec5,2025-01-04,345,52
915,f879e214,2025-01-04,269,33
916,6b4806a9,2025-01-06,35,21
917,a0a9b58e,2025-01-08,980,77
918,6be2a5b7,2025-01-06,989,68
919,088628f1,2025-01-04,919,19
920,b0cb952f,2025-01-02,977,15
921,0908ee92,2025-01-07,819,43
922,99fdefbc,2025-01-09,264,89
923,c8109613,2025-01-09,691,26
924,c3365202,2025-01-08,44,67
925,1f32530c,2025-01-04,489,54
926,f05ef5cf,2025-01-07,644,42
927,9b297265,2025-01-04,395,6
928,ee387416,2025-01-02,505,94
929,aa1458cd,2025-01-01,299,94
930,fde9ec45,2025-01-05,38,87
931,f4bf590e,2025-01-01,204,55
932,3de97a14,2025-01-07,672,92
933,65299981,2025-01-07,761,76
934,6d47010e,2025-01-03,812,26
935,f7ee6dc3,2025-01-02,698,13
936,d8e7ca09,2025-01-05,26,36
937,8c833273,2025-01-03,845,55
938,211ae53c,2025-01-07,12,45
939,6238bac6,2025-01-02,825,45
940,eaf726d8,2025-01-04,88,93
941,c1a6f2e5,2025-01-05,532,55
942,2decdff5,2025-01-01,998,69
943,61b9cb25,2025-01-07,924,3
944,b4de5b71,2025-01-02,907,45
945,2ece598b,2025-01-03,11,99
946,bef3df3a,2025-01-06,234,68
947,07b5233f,2025-01-08,240,7
948,cc02c85d,2025-01-02,101,4
949,91ae7d44,2025-01-02,485,12
950,89b5d539,2025-01-08,691,55
951,37bd58ce,2025-01-01,985,65
952,af2ce0f8,2025-01-06,724,46
953,e1c19b62,2025-01-05,742,55
954,9660c513,2025-01-06,305,14
955,66dc10dd,2025-01-03,656,32
956,59864681,2025-01-07,584,27
957,9155400b,2025-01-04,989,69
958,76fe160c,2025-01-04,165,72
959,3c6c7291,2025-01-04,832,100
960,a0fabdac,2025-01-06,969,93
961,d38d1e87,2025-01-08,780,88
962,bd9abe5f,2025-01-06,292,97
963,92fbb9b7,2025-01-02,88,73
964,adf23821,2025-01-04,151,61
965,c0209d93,2025-01-01,859,56
966,44487503,2025-01-07,292,6
967,c0b2711a,2025-01-01,227,57
968,aa05b58f,2025-01-02,18,68
969,09a7fcdb,2025-01-08,437,21
970,baedafe3,2025-01-09,443,44
971,e5166b4f,2025-01-04,335,70
972,60b02bac,2025-01-05,482,65
973,5eb1114d,2025-01-01,959,66
974,0a76674d,2025-01-05,678,26
975,5978576f,2025-01-02,818,15
976,0166fec5,2025-01-03,324,60
977,71d289da,2025-01-08,107,6
978,e2f3f8ee,2025-01-01,59,80
979,d5b60006,2025-01-04,235,29
980,34374ae3,2025-01-02,799,7
981,3494454a,2025-01-08,785,73
982,f1e32d30,2025-01-09,882,19
983,d675a77e,2025-01-03,352,3
984,2e7b89a0,2025-01-05,642,96
985,b9e8f953,2025-01-05,568,17
986,23c6c0ed,2025-01-01,577,81
987,f878e699,2025-01-06,509,98
988,a48dbc28,2025-01-03,876,63
989,383c3d95,2025-01-04,919,99
990,61638ca1,2025-01-05,591,52
991,c7dc1920,2025-01-02,581,16
992,fea15509,2025-01-08,856,22
993,a9bcd7d9,2025-01-01,396,22
994,3017ff63,2025-01-04,456,1
995,f5b8a7d9,2025-01-03,168,96
996,cefba8fc,2025-01-03,601,42
997,95d19800,2025-01-05,557,84
998,793d597b,2025-01-06,516,63
999,44dea7d7,2025-01-09,559,68
1000,30eff846,2025-01-02,898,29
