ing_id,ing_name,ing_weight,ing_meas,ing_price
721,Pepperoni,71.85,L,79.35
722,Chicken,358.15,g,150.24
723,Mushrooms,237.92,ml,181.47
724,Pineapple,319.81,ml,155.69
725,Mozzarella Cheese,204.33,g,111.23
726,Bacon,326.11,ml,72.35
727,Spinach,350.21,kg,173.18
728,Sausage,90.68,kg,76.69
729,Sun-dried Tomatoes,307.96,kg,62.09
730,Bacon,466.62,ml,109.1
731,Pepperoni,232.13,kg,149.67
732,Ham,252.8,L,162.59
733,Basil,468.25,g,68.47
734,Olives,159.97,g,167.42
735,Barbecue Sauce,415.18,kg,153.4
736,Barbecue Sauce,53.94,g,73.59
737,Olives,284.58,L,191.25
738,Sausage,424.04,L,178.11
739,Onions,423.98,L,108.95
740,Artichokes,230.9,kg,70.3
741,Sun-dried Tomatoes,396.31,ml,104.88
742,Bell Peppers,269.82,L,116.28
743,Sun-dried Tomatoes,375.8,g,144.08
744,Pesto,352.95,ml,103.5
745,Sausage,405.49,L,52.84
746,Barbecue Sauce,443.3,kg,56.67
747,Artichokes,467.03,L,70.04
748,Pesto,101.69,ml,59.03
749,Spinach,498.84,g,13.66
750,Artichokes,181.1,g,161.1
751,Tomato,161.28,ml,22.67
752,Garlic,424.66,g,187.82
753,Anchovies,314.29,L,43.98
754,Mozzarella Cheese,154.75,g,80.5
755,Anchovies,325.07,L,135.45
756,Pineapple,85.21,kg,141.99
757,Garlic,306.69,L,88.9
758,Barbecue Sauce,452.83,ml,100.31
759,Garlic,51.66,L,25.77
760,Feta Cheese,157.02,g,152.74
761,Spinach,473.24,kg,48.36
762,Mozzarella Cheese,128.14,g,102.48
763,Sun-dried Tomatoes,461.83,g,79.4
764,Ham,303.97,ml,125.71
765,Onions,206.52,L,20.33
766,Spinach,368.56,ml,123.59
767,Parmesan Cheese,208.73,g,102.69
768,Sun-dried Tomatoes,361.75,L,155.01
769,Pepperoni,90.82,ml,115.59
770,Garlic,221.63,ml,168.47
771,Pesto,347.19,kg,175.26
772,Pepperoni,305.99,ml,133.64
773,Pineapple,329.02,ml,61.53
774,Chicken,91.66,ml,27.89
775,Cheddar Cheese,86.44,ml,197.29
776,Sun-dried Tomatoes,348.36,g,116.06
777,Sausage,56.09,kg,81.24
778,Arugula,382.47,L,179.23
779,Arugula,159.09,g,22.45
780,Sun-dried Tomatoes,271.78,L,112.31
781,Sun-dried Tomatoes,444.68,L,181.32
782,Sun-dried Tomatoes,445.2,ml,152.91
783,Pesto,424.02,kg,179.4
784,Bacon,270.9,kg,193.84
785,Sausage,96.23,L,181.08
786,Arugula,178.53,L,150.15
787,Mozzarella Cheese,72.02,L,79.08
788,Arugula,372.63,L,53.39
789,Tomato,294.76,L,199.67
790,Anchovies,115.07,kg,127.7
791,Ricotta Cheese,284.22,kg,182.6
792,Arugula,97.16,g,35.3
793,Anchovies,477.44,kg,126.68
794,Bell Peppers,62.11,g,180.13
795,Basil,122.29,kg,182.28
796,Onions,389.53,ml,126.54
797,Chicken,103.87,ml,76.15
798,Ham,297.2,kg,26.72
799,Parmesan Cheese,320.49,L,150.19
800,Mushrooms,468.36,g,157.12
801,Pepperoni,416.28,L,117.04
802,Olives,300.43,L,69.46
803,Pesto,390.81,kg,42.04
804,Parmesan Cheese,241.68,kg,27.75
805,Anchovies,121.49,kg,112.44
806,Onions,51.3,ml,57.88
807,Ham,462.29,L,88.95
808,Anchovies,282.18,kg,117.06
809,Arugula,140.11,L,37.76
810,Pineapple,104.76,ml,12.02
811,Chicken,423.22,ml,30.0
812,Parmesan Cheese,329.1,ml,168.85
813,Pepperoni,372.95,kg,142.76
814,Bacon,214.2,ml,79.94
815,Chicken,225.08,g,48.58
816,Onions,155.81,g,10.55
817,Pesto,139.34,L,30.72
818,Onions,367.05,kg,88.73
819,Barbecue Sauce,343.63,g,185.77
820,Bell Peppers,62.61,g,96.69
821,Ricotta Cheese,97.95,kg,159.56
822,Tomato,252.0,L,131.61
823,Olives,165.61,L,22.59
824,Mozzarella Cheese,133.53,ml,42.79
825,Artichokes,473.27,L,62.25
826,Ham,479.99,kg,67.84
827,Bell Peppers,400.21,L,169.94
828,Sausage,234.3,ml,137.12
829,Barbecue Sauce,252.65,ml,170.17
830,Pepperoni,138.17,g,119.65
831,Mushrooms,121.33,ml,89.7
832,Ham,302.67,kg,129.81
833,Parmesan Cheese,308.63,ml,90.49
834,Sun-dried Tomatoes,417.73,ml,11.35
835,Cheddar Cheese,65.88,g,163.08
836,Ricotta Cheese,496.65,kg,196.44
837,Ricotta Cheese,312.73,g,197.68
838,Onions,486.55,L,57.51
839,Pesto,483.04,g,93.01
840,Sausage,140.34,kg,152.8
841,Sun-dried Tomatoes,112.65,g,60.56
842,Cheddar Cheese,325.13,g,65.36
843,Feta Cheese,84.14,L,24.4
844,Feta Cheese,370.04,kg,162.29
845,Tomato,292.43,kg,112.34
846,Pesto,460.28,kg,53.45
847,Feta Cheese,264.53,L,179.35
848,Parmesan Cheese,426.87,L,77.81
849,Anchovies,418.66,g,188.28
850,Pesto,477.38,g,104.19
851,Parmesan Cheese,315.38,g,118.31
852,Bacon,257.7,kg,123.91
853,Ricotta Cheese,482.16,g,78.45
854,Pepperoni,331.27,kg,37.36
855,Garlic,143.61,ml,153.08
856,Feta Cheese,423.25,ml,143.3
857,Barbecue Sauce,200.08,g,130.28
858,Onions,145.57,kg,42.5
859,Ricotta Cheese,263.54,ml,121.61
860,Bell Peppers,251.79,ml,97.8
861,Arugula,401.36,ml,160.09
862,Arugula,330.97,kg,46.87
863,Artichokes,132.21,L,28.91
864,Onions,56.26,ml,20.77
865,Pesto,307.53,g,108.3
866,Arugula,454.44,g,138.62
867,Mozzarella Cheese,465.28,g,118.63
868,Parmesan Cheese,333.93,ml,159.61
869,Sun-dried Tomatoes,292.94,kg,49.36
870,Pineapple,355.31,g,49.05
871,Barbecue Sauce,182.12,kg,83.31
872,Ham,344.5,g,13.07
873,Basil,261.67,ml,168.26
874,Arugula,261.06,L,106.79
875,Pineapple,89.73,L,57.91
876,Sun-dried Tomatoes,369.71,ml,28.47
877,Bacon,473.81,ml,188.74
878,Bell Peppers,185.92,kg,34.31
879,Arugula,75.64,g,95.02
880,Artichokes,315.31,g,124.31
881,Garlic,51.94,g,132.79
882,Sausage,327.47,ml,174.5
883,Ham,129.18,kg,15.19
884,Parmesan Cheese,173.66,ml,131.4
885,Anchovies,364.99,kg,155.45
886,Chicken,414.61,L,48.06
887,Cheddar Cheese,122.64,kg,109.2
888,Bell Peppers,425.58,kg,73.8
889,Cheddar Cheese,377.85,kg,108.24
890,Bacon,146.6,kg,45.67
891,Olives,449.19,L,56.57
892,Pesto,136.15,ml,113.32
893,Ricotta Cheese,228.53,kg,20.6
894,Barbecue Sauce,71.81,L,74.06
895,Onions,471.16,ml,60.41
896,Spinach,218.06,ml,49.77
897,Cheddar Cheese,347.21,kg,85.26
898,Feta Cheese,403.66,g,52.86
899,Pepperoni,127.18,ml,70.11
900,Pesto,108.13,g,88.12
901,Pepperoni,343.93,ml,11.56
902,Cheddar Cheese,241.33,g,17.81
903,Pepperoni,404.74,ml,134.6
904,Bacon,330.4,L,116.93
905,Ham,455.13,kg,74.41
906,Mozzarella Cheese,92.5,g,35.89
907,Olives,123.43,ml,106.38
908,Pesto,443.02,ml,77.17
909,Ham,283.6,L,190.74
910,Pineapple,104.63,kg,140.5
911,Spinach,463.91,kg,113.16
912,Bell Peppers,479.2,L,181.14
913,Sun-dried Tomatoes,221.94,L,107.83
914,Pepperoni,268.73,ml,184.02
915,Spinach,384.14,g,193.76
916,Arugula,489.79,L,183.5
917,Onions,306.53,g,116.28
918,Tomato,388.59,g,102.71
919,Pesto,302.22,ml,156.31
920,Ricotta Cheese,419.73,ml,199.38
921,Spinach,198.29,kg,104.43
922,Mushrooms,68.01,g,152.47
923,Ham,408.75,g,38.01
924,Parmesan Cheese,129.37,L,77.65
925,Barbecue Sauce,57.47,g,149.74
926,Spinach,323.56,kg,175.72
927,Pepperoni,114.0,kg,144.0
928,Sausage,240.44,kg,116.7
929,Pesto,298.87,kg,63.81
930,Parmesan Cheese,451.76,ml,127.83
931,Ham,294.54,ml,164.38
932,Mushrooms,333.31,L,61.78
933,Anchovies,160.65,ml,23.58
934,Cheddar Cheese,448.4,g,75.69
935,Onions,91.88,ml,129.72
936,Garlic,204.18,L,14.52
937,Onions,303.46,ml,58.77
938,Barbecue Sauce,373.38,g,191.44
939,Onions,410.35,kg,27.24
940,Olives,125.6,kg,184.73
941,Ham,169.09,g,193.27
942,Ham,414.95,ml,10.34
943,Olives,423.54,g,102.26
944,Pineapple,364.9,g,123.56
945,Feta Cheese,222.41,g,17.45
946,Bacon,324.7,kg,105.76
947,Cheddar Cheese,131.47,L,104.23
948,Sausage,228.75,kg,11.38
949,Pepperoni,236.57,kg,69.94
950,Tomato,151.21,ml,34.45
951,Mozzarella Cheese,301.66,L,59.43
952,Chicken,379.61,L,140.8
953,Arugula,463.88,g,154.22
954,Garlic,368.3,L,98.59
955,Mozzarella Cheese,78.02,kg,189.57
956,Olives,77.75,ml,18.71
957,Ricotta Cheese,372.28,g,63.81
958,Tomato,91.34,ml,11.99
959,Tomato,465.83,kg,33.41
960,Mushrooms,136.96,g,189.31
961,Feta Cheese,437.19,g,133.48
962,Pepperoni,162.66,g,99.55
963,Pesto,478.42,kg,23.96
964,Pesto,150.2,kg,42.53
965,Tomato,246.63,L,141.23
966,Parmesan Cheese,148.87,ml,79.25
967,Cheddar Cheese,283.45,g,135.91
968,Arugula,148.99,ml,71.55
969,Barbecue Sauce,374.09,ml,26.28
970,Cheddar Cheese,117.59,L,197.12
971,Sun-dried Tomatoes,452.86,ml,57.57
972,Bacon,139.67,L,103.64
973,Spinach,136.29,ml,82.94
974,Artichokes,497.3,kg,118.89
975,Pepperoni,447.47,L,115.9
976,Ricotta Cheese,79.19,ml,141.22
977,Feta Cheese,459.48,ml,77.13
978,Basil,398.53,kg,95.12
979,Sausage,150.79,kg,11.31
980,Pineapple,146.87,g,135.84
981,Barbecue Sauce,377.8,kg,155.73
982,Basil,270.06,g,45.45
983,Parmesan Cheese,77.37,ml,163.86
984,Tomato,401.57,L,119.33
985,Bell Peppers,434.89,ml,183.12
986,Anchovies,272.12,g,100.35
987,Ham,326.96,g,10.63
988,Onions,360.69,L,147.3
989,Pesto,443.55,L,21.34
990,Spinach,325.54,kg,52.11
991,Artichokes,247.97,kg,121.61
992,Pepperoni,185.03,kg,116.85
993,Basil,292.28,ml,170.71
994,Garlic,457.15,g,159.41
995,Mozzarella Cheese,59.05,ml,188.65
996,Pesto,471.84,kg,195.94
997,Chicken,222.2,ml,125.79
998,Artichokes,259.99,L,58.44
999,Olives,189.9,kg,144.57
1000,Arugula,463.62,L,104.03
